Company Name,Employment Status,Experience Cat,job_category_id,Location,Min Experience,Bonus,Gratuity,Insurance,Mobile Bill,Provident Fund,job title,vacancy,Degree,In Dhaka,avg_salary,avg_age,Gender
LION SOAP FACTORY,full_time,senior,1,Thakurgaon Sadar,5,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Officer (Thakurgaon),2,other,FALSE,33750,37.5,3
Rocky Group,full_time,mid,1,Narayanganj,3,TRUE,FALSE,TRUE,TRUE,FALSE,Executive / Sr. Executive - Internal Audit & Cost Control,2,masters,FALSE,33750,30,1
A Leading Group of Company,full_time,mid,1,Gazipur,2,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts (Officer/Sr. Officer),2,professional,FALSE,33750,27.5,3
SN Chemical Industries Ltd.,full_time,mid,1,DOHS Mirpur,4,TRUE,FALSE,FALSE,TRUE,FALSE,"Executive- Accountant and HR, Admin",1,masters,FALSE,33750,30,3
"Evercare Hospital, Chattogram",full_time,mid,1,Chattogram,3,FALSE,FALSE,FALSE,FALSE,FALSE,Executive- Inventory Management,1,masters,FALSE,33750,27.5,3
Karnaphuli Group,full_time,entry,1,Tongi,1,FALSE,FALSE,FALSE,FALSE,FALSE,Asst. Executive/Executive - VAT,1,masters,FALSE,22500,30,3
Northern Fashion Ltd.,full_time,mid,1,Uttara Sector 13,3,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Officer,1,masters,FALSE,33750,28.5,3
Assabil IT LTD.,full_time,unknown,1,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Sr. Executive/Executive (Accounts),2,other,TRUE,33750,30,3
M/S Padma Store,full_time,entry,1,Ukhia,1,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Officer,1,professional,FALSE,19000,31.5,3
Modele Group,full_time,senior,1,Narayanganj,12,FALSE,FALSE,FALSE,FALSE,FALSE,AGM/ DGM (Accounts),1,professional,FALSE,33750,40,1
Meek Sweater Ltd.,full_time,mid,1,Gazipur Sadar,3,FALSE,FALSE,FALSE,FALSE,FALSE,Manager - Accounts & Finance,1,professional,FALSE,50000,36,3
Apex Footwear Limited,full_time,senior,1,GULSHAN 1,8,FALSE,FALSE,FALSE,FALSE,FALSE,"Manager, Costing",1,masters,FALSE,33750,36.5,3
BDDE,intern,unknown,1,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Intern - Accounts & Admin,2,bachelors,TRUE,8000,28.5,1
UDDIPAN,full_time,senior,1,Dhaka,10,FALSE,FALSE,FALSE,FALSE,FALSE,Director (Finance & Accounts),1,other,TRUE,33750,37.5,3
Trading/Manufacturing,full_time,mid,1,Niketan,2,TRUE,FALSE,FALSE,TRUE,FALSE,Executive / Sr. Executive - Finance & Accounts,1,other,FALSE,22500,30,3
URANUS FREIGHT LOGISTICS LTD,full_time,unknown,1,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Executive,2,masters,TRUE,33750,30,3
THT-Space Electrical Company Ltd.,full_time,entry,1,Nilphamari Sadar,1,FALSE,FALSE,FALSE,FALSE,FALSE,Cost Accountant,1,bachelors,FALSE,33750,26,3
Empire Group,full_time,mid,1,Dhaka,2,TRUE,FALSE,FALSE,FALSE,FALSE,Accounts Officer,1,masters,TRUE,16000,27.5,3
"BRAC Institute of Governance and Development (BIGD), BRAC University",full_time,mid,1,Mohakhali,2,FALSE,FALSE,FALSE,FALSE,FALSE,"Senior Officer, Finance and Accounts",1,professional,FALSE,33750,30,3
Abdul Momen Khan Memorial Foundation (Khan Foundation),full_time,senior,1,Narayanganj,5,FALSE,FALSE,FALSE,FALSE,FALSE,Accountant,2,other,FALSE,33750,30,3
Pakiza knit Composite Ltd,full_time,mid,1,Dhaka,3,TRUE,FALSE,FALSE,TRUE,FALSE,Officer / Senior Officer - Vat & Tax,2,other,TRUE,33750,32,1
Paragon Group,unknown,mid,1,Ashulia,2,FALSE,FALSE,FALSE,FALSE,FALSE,Sr. Officer (Inventory Management),2,other,FALSE,33750,30,3
A Leading Group of Industries,unknown,senior,1,GULSHAN 1,10,FALSE,FALSE,FALSE,FALSE,FALSE,Sr. Manager/ AGM- VAT,2,other,FALSE,33750,30,3
Sir John Wilson School,unknown,mid,1,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,"Executive, Accounts & Finance",2,other,TRUE,33750,30,3
Infrastructure Development Company Limited (IDCOL),unknown,senior,1,Anywhere in Bangladesh,5,FALSE,FALSE,FALSE,FALSE,FALSE,"Manager, Industrial & Energy Efficiency Finance (IEEF) - Investment Department",2,other,FALSE,33750,30,3
Infrastructure Development Company Limited (IDCOL),unknown,mid,1,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,"Senior Officer, Infrastructure Finance - Investment Department",2,other,FALSE,33750,30,3
Infrastructure Development Company Limited (IDCOL),unknown,unknown,1,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Management Trainee Officer - Management Trainee Program,2,other,FALSE,33750,30,3
Infrastructure Development Company Limited (IDCOL),unknown,unknown,1,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Junior Officer (Internal Audit) - Internal Control & Compliance,2,other,FALSE,33750,30,3
Trust Bank Ltd.,unknown,senior,1,Anywhere in Bangladesh,5,FALSE,FALSE,FALSE,FALSE,FALSE,Manager - MIS and Reconciliation Team (Bancassurance) (PO-SPO),2,other,FALSE,33750,30,3
TS Tech Bangladesh Ltd.,unknown,mid,1,Narayanganj,3,FALSE,FALSE,FALSE,FALSE,FALSE,Senior Accounts Officer,2,other,FALSE,33750,30,3
United Hospital Limited.,unknown,senior,1,Dhaka,10,FALSE,FALSE,FALSE,FALSE,FALSE,General Manager-Finance & Accounts,2,other,TRUE,33750,30,3
A reputed Group of Companies,unknown,senior,1,Rajshahi,12,FALSE,FALSE,FALSE,FALSE,FALSE,AGM/ DGM- Banking,2,other,FALSE,33750,30,3
Karnaphuli Group,unknown,mid,1,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Internal Auditor (Executive),2,other,FALSE,33750,30,3
Giant Group,unknown,mid,1,Thakurgaon Sadar,3,FALSE,FALSE,FALSE,FALSE,FALSE,Senior Executive/Asst. Manager - Finance & Accounts,2,other,FALSE,33750,30,3
Noman Group,unknown,senior,1,Gulshan,5,FALSE,FALSE,FALSE,FALSE,FALSE,Assistant Manager - Audit,2,other,FALSE,33750,30,3
A Well Renowned Plant,unknown,senior,1,Dhamrai,6,FALSE,FALSE,FALSE,FALSE,FALSE,Cost Accountant,2,other,FALSE,33750,30,3
Bangladesh Legal Aid and Services Trust (BLAST),full_time,mid,1,Dhaka,3,TRUE,FALSE,FALSE,TRUE,FALSE,Senior Finance Officer,1,masters,TRUE,52888,32.5,2
Zill Personal Care Ltd.,full_time,mid,1,Jatrabari,3,TRUE,FALSE,FALSE,TRUE,FALSE,Account Executive Officer,1,professional,FALSE,33750,35,1
Asadi Steel Enterprise,full_time,entry,1,Chattogram,1,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Officer,2,masters,FALSE,33750,25,1
AKH Knitting & Dyeing Ltd.,full_time,mid,1,Savar,2,FALSE,FALSE,FALSE,FALSE,FALSE,Sr. Executive - Accounts & Finance,5,professional,FALSE,33750,31.5,3
A well renowned Company,full_time,senior,1,Dhaka,6,TRUE,FALSE,FALSE,TRUE,FALSE,Manager/Asst.Manager-Tax Expertise,2,professional,TRUE,33750,30,3
Sultan Oil Industries Ltd.,full_time,mid,1,Narayanganj,4,FALSE,FALSE,FALSE,FALSE,FALSE,Assistant Manager.,1,professional,FALSE,33750,37.5,1
Everlane Fashion Limited,full_time,mid,1,DOHS Baridhara,2,TRUE,FALSE,FALSE,FALSE,FALSE,Senior Officer (Accounts & Audit),1,masters,FALSE,33750,30,2
JSK Group,full_time,mid,1,Saudi Arabia,3,FALSE,FALSE,FALSE,FALSE,FALSE,General Accountant,2,bachelors,FALSE,33750,30,1
Epyllion Group,full_time,mid,1,Tejgaon,3,TRUE,TRUE,TRUE,TRUE,FALSE,Executive - Assurance (For Corporate),1,professional,FALSE,33750,30,3
Fly Far International.,full_time,entry,1,Dhaka,1,FALSE,FALSE,FALSE,FALSE,FALSE,"Assistant Executive, Accounts",2,professional,TRUE,25000,30,1
Uttaron Engineering,full_time,mid,1,Dinajpur,4,TRUE,FALSE,FALSE,FALSE,FALSE,Sr. Executive/ Asst. Manager- (Accounts & Admin),2,masters,FALSE,33750,34,3
Colours Collection,full_time,mid,1,DOHS Mirpur,3,TRUE,FALSE,FALSE,TRUE,FALSE,Asst. Manager / Sr. Executive (Accounts),1,masters,FALSE,33750,30,2
A REPUTED INTERNATIONAL LOGISTICS COMPANY,full_time,entry,1,Chattogram,1,FALSE,FALSE,FALSE,FALSE,FALSE,Accountant,3,bachelors,FALSE,33750,30,3
New Shodesh Islami Multi Purpose Co Operative Society LTD,full_time,unknown,1,Savar city,3,FALSE,FALSE,FALSE,FALSE,FALSE,একাউন্টস অফিসার,2,masters,FALSE,16000,32.5,1
Neptune Style Limited,full_time,senior,1,Mohammadpur,10,FALSE,FALSE,FALSE,FALSE,FALSE,Senior Executive - Accounts,1,bachelors,FALSE,33750,30,3
Renaissance Dhaka Gulshan Hotel RDGH,full_time,mid,1,Dhaka,3,TRUE,FALSE,TRUE,FALSE,FALSE,Credit Executive,1,bachelors,TRUE,33750,30,3
MAST Packaging Limited,full_time,senior,1,Savar EPZ,5,FALSE,FALSE,FALSE,FALSE,FALSE,Manager - Accounts & Finance,1,professional,FALSE,33750,40,3
Rupayan Group,full_time,senior,1,Uttara Sector 12,8,TRUE,FALSE,FALSE,TRUE,TRUE,Manager Cost & Budget,1,other,FALSE,65000,35,1
Coppertech Industries Ltd.,full_time,mid,1,Habiganj,3,TRUE,FALSE,FALSE,TRUE,FALSE,Senior Executive / Assistant Manager - VAT (Habiganj),1,masters,FALSE,33750,35,1
Bdcalling,full_time,entry,1,Dhaka,1,TRUE,FALSE,FALSE,FALSE,FALSE,MIS Executive,1,professional,TRUE,33750,25,3
"Home Joy Socks Bangladesh Co., Ltd.",full_time,entry,1,Mirsharai,1,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Executive Officer,1,other,FALSE,33750,26,3
SHOHAG TRADERS,full_time,mid,1,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Senior Accounts Officer (Female),2,bachelors,TRUE,33750,30,2
100% Export Oriented Group of Companies,full_time,senior,1,GULSHAN 1,12,TRUE,FALSE,TRUE,FALSE,TRUE,"Manager/ Senior Manager, Internal Audit",1,other,FALSE,33750,30,3
SONNE International Austria,full_time,mid,1,Jhenaigati,3,FALSE,FALSE,FALSE,FALSE,FALSE,Project Supervisor cum Accountant (Male),1,other,FALSE,17000,32.5,1
Gonoshasthaya Samaj Vittik Medical College Hospital,full_time,mid,1,Savar,3,FALSE,FALSE,FALSE,FALSE,FALSE,হিসাবরক্ষণ কর্মকর্তা (একাউন্ডস এন্ড ফাইন্যান্স অফিসার),2,masters,FALSE,33750,30,3
Digital Cloud Communications,full_time,senior,1,Mohammadpur,7,TRUE,FALSE,FALSE,FALSE,FALSE,Manager - Accounts,2,professional,FALSE,33750,30,3
Forever Tech Ltd.,full_time,mid,1,Dhaka,3,TRUE,FALSE,FALSE,TRUE,FALSE,Accounts Officer,2,masters,TRUE,33750,34,3
Mark Shoes,full_time,senior,1,Anywhere in Bangladesh,5,FALSE,FALSE,FALSE,FALSE,FALSE,Deputy Manager - Accounts & Finance,2,professional,FALSE,33750,30,3
WANT AD LIMITED,full_time,mid,1,Tongi,2,FALSE,FALSE,FALSE,FALSE,FALSE,"Executive / Sr. Executive - Accounts, VAT & Tax",1,other,FALSE,33750,32.5,3
FC Apparels Limited,full_time,entry,1,Dhaka,1,FALSE,FALSE,FALSE,FALSE,FALSE,Executive - Accounts,2,masters,TRUE,33750,31.5,3
BRIDGE CHEMIE,full_time,entry,1,Dhaka,1,FALSE,FALSE,FALSE,FALSE,FALSE,Jr. Executive/Executive - Accounts & Finance,1,bachelors,TRUE,21500,29,3
Bangladesh Specialized Hospital PLC,full_time,senior,1,Dhaka,15,TRUE,FALSE,FALSE,FALSE,FALSE,Chief Financial Officer (CFO),2,professional,TRUE,33750,30,3
Kemiko Pharmaceuticals Ltd.,full_time,mid,1,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Sr. Accounts Officer cum Depot Incharge,5,other,FALSE,33750,32.5,1
SUN GAS LIMITED,full_time,mid,1,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Sr. Executive - Stock Control,2,bachelors,TRUE,33750,30,3
Fit Elegance Ltd.,full_time,mid,1,Banani,2,TRUE,FALSE,FALSE,TRUE,FALSE,Internal Auditor,2,professional,FALSE,33750,30,3
Shajinaz Hospital Limited,full_time,mid,1,Chattogram,2,FALSE,FALSE,FALSE,FALSE,FALSE,Billing Executive (Accounts),2,other,FALSE,33750,30,3
Kazal Brothers Limited,full_time,mid,1,Dhaka,3,TRUE,FALSE,FALSE,FALSE,FALSE,Executive / Sr. Executive- Vat & Tax,4,masters,TRUE,33750,30,3
Orient BD Limited,full_time,mid,1,Dhaka,3,TRUE,FALSE,FALSE,TRUE,FALSE,Credit Analyst,2,other,TRUE,30000,32.5,3
Creative Conservation Alliance,full_time,entry,1,Shewrapara,1,TRUE,FALSE,FALSE,TRUE,FALSE,Accountant,1,bachelors,FALSE,33750,30,3
SAIC GROUP,full_time,senior,1,Mirpur 14,5,FALSE,FALSE,FALSE,TRUE,FALSE,Sr. Executive - Accounts (Dhaka),1,professional,FALSE,33750,32.5,1
Talukder Group,full_time,mid,1,Jashore Sadar,2,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Executive for Restaurants,2,masters,FALSE,22500,30,1
Coppertech Industries Ltd.,full_time,mid,1,Dhaka,3,TRUE,FALSE,FALSE,TRUE,FALSE,Senior Executive / Assistant Manager - VAT,1,professional,TRUE,33750,35,1
NGen IT,full_time,mid,1,Dhaka,2,TRUE,TRUE,TRUE,TRUE,TRUE,Admin & Accounts Officer,1,masters,TRUE,16500,27.5,3
First Capital Securities Limited,full_time,entry,1,Anywhere in Bangladesh,1,FALSE,FALSE,FALSE,FALSE,FALSE,TECHNICAL ANALYST,1,professional,FALSE,33750,37.5,1
An Export Orientate Knit Garments Company,full_time,mid,1,Anywhere in Bangladesh,2,FALSE,FALSE,FALSE,FALSE,FALSE,Sr. Auditor / Auditor,2,other,FALSE,33750,32.5,3
BYSL Global Technology Group,full_time,mid,1,Gulshan,4,TRUE,FALSE,FALSE,FALSE,FALSE,"Senior Executive, Accounts",2,professional,FALSE,33750,30,3
Adventure Dhaka Limited,full_time,mid,1,Banani,3,FALSE,FALSE,FALSE,FALSE,FALSE,"Manager - Corporate Department (Accounting, HR, etc.)",1,other,FALSE,33750,30,3
Renaissance Dhaka Gulshan Hotel RDGH,full_time,senior,1,Dhaka,5,TRUE,FALSE,TRUE,TRUE,FALSE,Auditor,1,masters,TRUE,33750,30,3
A Renowned Organization in FMCG Industry,full_time,mid,1,Dhaka Sadar,3,TRUE,FALSE,FALSE,TRUE,FALSE,"Senior Executive/ Assistant Manager, Finance and Accounts",1,masters,TRUE,33750,30,3
DEKKO Legacy Group,full_time,mid,1,Dhanmondi,3,FALSE,FALSE,FALSE,FALSE,FALSE,Senior Executive- Internal Audit [Dekko Accessories Ltd],2,professional,FALSE,33750,30,3
ABDA AVIATION BANGLADESH LTD,full_time,mid,1,Banani,4,TRUE,FALSE,FALSE,TRUE,FALSE,Assistant Manager (Accounts & Finance),1,bachelors,FALSE,33750,30,3
Bangladesh Specialized Hospital PLC,full_time,unknown,1,Shyamoli,3,FALSE,FALSE,FALSE,FALSE,FALSE,Officer- Finance & Accounts dept.,1,masters,FALSE,33750,30,3
The Subhana Traders,full_time,mid,1,Dhaka,3,TRUE,FALSE,FALSE,FALSE,FALSE,Executive - Accounts & Finance,2,professional,TRUE,33750,40,3
MCLaw Services Ltd.,full_time,entry,1,Banglamotor,1,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Officer,1,professional,FALSE,33750,29.5,3
Golden Trade International BD (GTI),full_time,mid,1,Anywhere in Bangladesh,2,TRUE,FALSE,FALSE,TRUE,FALSE,Senior Officer - Credit Recovery,2,other,FALSE,33750,35,1
Pacific Thread & Accessories Industries,full_time,senior,1,Kashimpur,5,TRUE,FALSE,FALSE,TRUE,FALSE,Executive (Accounts & Admin),5,masters,FALSE,33750,32.5,1
North Sea Developers & Housing Ltd.,full_time,mid,1,Mirpur 1,2,FALSE,FALSE,FALSE,FALSE,FALSE,Accountant/ Accounts Officer,2,bachelors,FALSE,22500,31,3
JK Lifestyle Ltd,full_time,mid,1,Badda,4,TRUE,FALSE,FALSE,FALSE,FALSE,Accounts and Finance -Sr. Executive /Asst. Manager,3,professional,FALSE,31000,30,1
A well-known Real Estate Company,full_time,entry,1,Dhanmondi,1,TRUE,FALSE,FALSE,TRUE,FALSE,Deputy Manager / Executive - Credit Realization (Real Estate),2,masters,FALSE,33750,35,3
SHAMIM Properties Limited (Chattogram).,full_time,senior,1,Chattogram,8,FALSE,FALSE,FALSE,FALSE,FALSE,Operations Manager - Accounts & Administration,1,masters,FALSE,33750,30,3
Papyrus Communications Ltd.,full_time,entry,1,Banani,1,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Officer,1,other,FALSE,22500,32.5,3
Mamun Group.,full_time,senior,1,Dhaka,15,TRUE,FALSE,FALSE,TRUE,FALSE,CFO,2,professional,TRUE,33750,52.5,3
A Renowned Group of Companies,full_time,senior,1,Dhaka,5,TRUE,FALSE,FALSE,TRUE,FALSE,Sr. Executive (Audit),2,professional,TRUE,33750,37.5,3
A Renowned Group of Companies,full_time,senior,1,Dhaka,7,TRUE,FALSE,FALSE,TRUE,FALSE,Manager-Accounts,2,professional,TRUE,33750,40,1
Remark HB Limited,full_time,mid,1,Gulshan,2,FALSE,FALSE,FALSE,FALSE,FALSE,Assistant Manager-Corporate Tax,1,other,FALSE,33750,30,3
Sara Hospital,full_time,mid,1,Dhaka,2,TRUE,FALSE,FALSE,TRUE,FALSE,Accountant,2,other,TRUE,33750,29.5,3
LOGOS Apparels Ltd.,full_time,unknown,1,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Executive/ Sr. Executive - Tax & VAT,2,other,FALSE,33750,30,3
LOGOS Apparels Ltd.,full_time,senior,1,Gazipur,5,FALSE,FALSE,FALSE,FALSE,FALSE,Executive (Accounts),4,other,FALSE,33750,31,1
Water Technology BD Ltd.,full_time,senior,1,DOHS Mirpur,5,FALSE,FALSE,FALSE,FALSE,FALSE,Assistant Manger (Tax And VAT),1,masters,FALSE,33750,34,3
A reputed Group of Companies,full_time,mid,1,Dhaka,2,TRUE,FALSE,FALSE,TRUE,FALSE,Executive/ Senior Executive- Accounts,3,professional,TRUE,33750,30,3
Just Thought Education,full_time,entry,1,Dhaka,1,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Officer,4,other,TRUE,33750,32.5,3
A Leading RMG Group of Companies,full_time,mid,1,Ashulia,2,TRUE,TRUE,TRUE,TRUE,TRUE,Officer / Senior Officer - Internal Audit & Assurance,2,professional,FALSE,33750,31.5,3
ACS Textiles (Bangladesh) Ltd.,full_time,senior,1,Rupganj,5,FALSE,FALSE,FALSE,FALSE,FALSE,Manager-VAT & TAX,1,masters,FALSE,33750,35,3
TS Tech Bangladesh Ltd.,full_time,mid,1,Narayanganj,2,TRUE,TRUE,TRUE,FALSE,TRUE,Accounts Officer,1,masters,FALSE,30500,27.5,3
EMA UNANI LABORATORIES,full_time,unknown,1,Gazipur,3,FALSE,FALSE,FALSE,FALSE,FALSE,একাউন্টস অফিসার,5,other,FALSE,33750,30,3
Land Bangla Development,full_time,entry,1,Dhaka,0,FALSE,FALSE,FALSE,FALSE,FALSE,Accountant Executive,2,bachelors,TRUE,33750,30,3
Goni Group,full_time,mid,1,Dhaka,2,TRUE,FALSE,FALSE,FALSE,FALSE,Restaurant (Cashier),10,bachelors,TRUE,33750,25,1
A Reputed Ceramic Manufacturing Company,full_time,senior,1,Habiganj,8,TRUE,TRUE,TRUE,TRUE,FALSE,Assistant Manager - Accounts,0,professional,FALSE,33750,33.5,1
Israq Spinning Mills Ltd.,full_time,senior,1,GULSHAN 2,10,TRUE,FALSE,FALSE,TRUE,FALSE,Manager (Payment Collection),2,other,FALSE,33750,37.5,3
People’s Care Hospital & Diagnostic Center,full_time,mid,1,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Officer,2,masters,TRUE,33750,30,3
Planet Education Networks Limited,full_time,mid,1,Chattogram,3,FALSE,FALSE,FALSE,FALSE,FALSE,Assistant Manager - Accounts (UK-Based Group of Companies),2,professional,FALSE,81500,30,3
Planet Education Networks Limited,full_time,entry,1,Chattogram,1,FALSE,FALSE,FALSE,FALSE,FALSE,Accounts Assistant,2,professional,FALSE,37500,30,3
Well reputed Company,full_time,mid,1,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,Finance Supervisor,2,masters,TRUE,33750,37.5,3
Hujurat Construction and Development,full_time,unknown,1,Rajshahi,3,TRUE,FALSE,FALSE,FALSE,FALSE,Accountant,2,bachelors,FALSE,10000,25,1
SEAN MEDAL MANUFACTURING CO. LTD. CUMILLA,full_time,senior,1,Cumilla,10,TRUE,FALSE,TRUE,TRUE,TRUE,Accounts Manager,2,other,FALSE,33750,35,1
Aristotle Plato Ltd,full_time,mid,1,Anywhere in Bangladesh,3,FALSE,FALSE,TRUE,TRUE,FALSE,Accounts and Administrative Support Specialist,1,other,FALSE,30000,30,3
PIMA SISS Limited`,full_time,mid,1,Dhaka,4,TRUE,FALSE,FALSE,FALSE,FALSE,Asst. Manager (Accounts & Finance),1,masters,TRUE,33750,33.5,3
Giant Group,full_time,senior,1,Uttara,8,TRUE,FALSE,FALSE,TRUE,FALSE,Manager / Sr. Manager (Finance & Accounts),2,professional,FALSE,60000,45,1
Premier Cement Mills PLC,full_time,mid,1,Dhaka,3,FALSE,FALSE,FALSE,FALSE,FALSE,Executive/Senior Executive - Credit Manager Department (CMD),2,masters,TRUE,33750,39,1
Trade Design Solutions Ltd,full_time,mid,1,Dhaka,2,TRUE,FALSE,FALSE,TRUE,FALSE,Senior Executive (Accounts),3,bachelors,TRUE,22500,29.5,3
SMB DISTRIBUTON & SUPPLY LTD.,full_time,unknown,1,Dhaka,3,TRUE,FALSE,TRUE,TRUE,FALSE,Accounts officer,2,bachelors,TRUE,33750,26,3
Factory Outlet Ltd,full_time,mid,1,Dhaka,2,TRUE,FALSE,FALSE,TRUE,TRUE,Administrative & Accounts Executive,1,bachelors,TRUE,14000,30,1
Banglar Choya Model City Ltd,full_time,mid,1,Dhaka,4,FALSE,FALSE,FALSE,FALSE,FALSE,Chief Accountant,1,other,TRUE,33750,32.5,3
Hasan Rubber Industries (Pvt.) Ltd.,full_time,entry,1,Banglamotor,1,TRUE,FALSE,FALSE,TRUE,FALSE,Executive-Accounts,2,bachelors,FALSE,33750,30,3
Chattogram Maa-Shishu O General Hospital,full_time,senior,1,Chattogram,10,FALSE,FALSE,FALSE,FALSE,FALSE,পরিচালক (ফিন্যান্স),2,masters,FALSE,33750,30,3
Diamond World Ltd.,full_time,mid,1,Dhaka,4,FALSE,FALSE,FALSE,FALSE,FALSE,"Senior Executive, TAX & VAT",2,bachelors,TRUE,33750,32,1
Hasan Rubber Industries (Pvt.) Ltd.,full_time,mid,1,Banglamotor,3,FALSE,FALSE,FALSE,FALSE,FALSE,Executive/Senior Executive-Sales Accounts,2,other,FALSE,33750,30,3
Dhaka Central International Medical College & Hospital,full_time,mid,1,Shyamoli,2,TRUE,FALSE,TRUE,FALSE,TRUE,Billing Executive/Senior Executive,2,masters,FALSE,33750,34.5,3
Staff Asia Ltd,full_time,unknown,1,Sylhet Sadar,3,TRUE,FALSE,FALSE,FALSE,FALSE,Junior Account Executive,2,masters,FALSE,20000,30,1
Staff Asia Ltd,full_time,entry,1,Sylhet Sadar,1,FALSE,FALSE,FALSE,FALSE,FALSE,Account Executive,1,professional,FALSE,22500,30,1
Croydon Kowloon Design Ltd,full_time,entry,1,Savar EPZ,1,TRUE,FALSE,FALSE,FALSE,TRUE,Officer - Production Accounting,2,bachelors,FALSE,21000,27,3
Staff Asia Ltd,full_time,mid,1,Sylhet Sadar,3,TRUE,FALSE,FALSE,FALSE,FALSE,Senior Accounts Executive,1,professional,FALSE,40000,30,1
Multi Product Engineering Limited,full_time,mid,1,Dhaka,3,TRUE,FALSE,FALSE,TRUE,FALSE,Finance Officer,2,bachelors,TRUE,33750,31.5,3
HAN SHE LIMITED,full_time,mid,1,GULSHAN 2,2,TRUE,FALSE,FALSE,FALSE,FALSE,Finance Manager,1,other,FALSE,33750,32.5,1
Hotel The Cox Today,full_time,mid,1,Cox`s Bazar,4,TRUE,FALSE,TRUE,TRUE,TRUE,Assistant Manager (Accounts & Finance),2,professional,FALSE,33750,25,1
Antong HK Co. Ltd.,full_time,entry,1,DOHS Baridhara,1,FALSE,FALSE,FALSE,TRUE,FALSE,Accounts & Admin Officer (Female Only),1,other,FALSE,17500,26,2
Boss Seeds,full_time,mid,1,Dhaka,2,FALSE,FALSE,FALSE,FALSE,FALSE,হিসাব রক্ষক/Accountant,2,other,TRUE,33750,30,3
I-K Properties,full_time,mid,1,Anywhere in Bangladesh,3,FALSE,FALSE,FALSE,FALSE,FALSE,Asst Manager (Admin & Accounts),2,masters,FALSE,33750,30,3
Rupayan Group,full_time,senior,1,Dhaka,10,TRUE,FALSE,FALSE,TRUE,TRUE,Manager-Accounts & Finance (RCL),1,other,TRUE,33750,40,1
London Ikram Tower,full_time,mid,1,Basundhara RA,3,FALSE,FALSE,FALSE,FALSE,FALSE,হিসাবরক্ষক,2,other,FALSE,33750,37.5,1
SAIC GROUP,full_time,senior,1,Bogura,5,TRUE,FALSE,FALSE,TRUE,FALSE,Assistant Manager- Accounts (Bogura),1,professional,FALSE,37500,33.5,1
Arabi Fashion Limited,full_time,senior,1,Dhaka,5,TRUE,FALSE,TRUE,FALSE,FALSE,Sr. Executive/Executive (Internal Audit),3,professional,TRUE,33750,30,3
Aungkur Palli Unnayan Kendra,full_time,senior,1,Faridpur,5,TRUE,FALSE,FALSE,FALSE,FALSE,শাখা ব্যবস্থাপক (ক্ষুদ্রঋণ কর্মসূচী),10,masters,FALSE,34350,32.5,3
Aungkur Palli Unnayan Kendra,full_time,unknown,1,Faridpur,3,TRUE,FALSE,FALSE,FALSE,FALSE,হিসাবরক্ষক (ক্ষুদ্রঋণ কর্মসূচী),10,bachelors,FALSE,24200,28.5,3
Aungkur Palli Unnayan Kendra,full_time,senior,1,Faridpur,5,TRUE,FALSE,FALSE,FALSE,FALSE,এলাকা ব্যবস্থাপক (ক্ষুদ্রঋণ কর্মসূচী),2,other,FALSE,39800,35,3
Provita Group,full_time,senior,1,Dhaka,12,TRUE,FALSE,FALSE,TRUE,FALSE,AGM/DGM - Accounts,2,professional,TRUE,33750,37.5,3
Provita Group,full_time,senior,1,Dhaka,12,TRUE,FALSE,FALSE,TRUE,FALSE,AGM/DGM - Accounts,2,professional,TRUE,33750,37.5,3
SACHETAN SOCIETY,full_time,unknown,1,Rajshahi,3,FALSE,FALSE,FALSE,FALSE,FALSE,হিসাব কর্মকর্তা,5,other,FALSE,19500,27.5,3
Ring shine textiles limited,full_time,senior,1,Savar EPZ,15,TRUE,TRUE,FALSE,TRUE,FALSE,Chief Financial Officer (CFO),1,professional,FALSE,33750,30,1
